id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
3842691,(2019 LU),0.025383703,0.056759685,42921.97309,22576363.59,Earth,FALSE,25.1,FALSE
54175298,(2021 OC1),0.011029479,0.024662664,33056.56781,15971811.15,Earth,FALSE,26.91,FALSE
54247992,(2022 CP7),0.196134944,0.438571068,66676.61362,71943701.17,Earth,FALSE,20.66,FALSE
2154020,154020 (2002 CA10),0.421264611,0.941976306,60409.80384,49906580.08,Earth,FALSE,19,FALSE
2163348,163348 (2002 NN4),0.256185755,0.572848762,97970.96844,74534971.73,Earth,FALSE,20.08,TRUE
3153517,(2003 HP32),0.319561887,0.714562102,78236.42701,61448416.52,Earth,FALSE,19.6,FALSE
3158116,(2003 QU5),0.038419789,0.08590926,24080.44134,5524361.169,Earth,FALSE,24.2,FALSE
3172328,(2004 BJ11),0.121494041,0.271668934,58228.70888,62556037.6,Earth,FALSE,21.7,FALSE
3395991,(2007 WD5),0.036690614,0.082042707,53401.81162,31037447.2,Earth,FALSE,24.3,FALSE
3406337,(2008 EJ85),0.025383703,0.056759685,27783.47854,63180735.07,Earth,FALSE,25.1,FALSE
3454734,(2009 FX4),0.022108281,0.049435619,73118.68033,59785314.86,Earth,FALSE,25.4,FALSE
3755218,(2016 NG23),0.152951935,0.342010925,9034.458568,59796494.75,Earth,FALSE,21.2,FALSE
3781969,(2017 SN19),0.350392641,0.783501764,91271.26568,65093066.53,Earth,FALSE,19.4,FALSE
3009749,(1997 CD17),0.008405334,0.018794898,30112.50445,41719954.62,Earth,FALSE,27.5,FALSE
3283679,(2005 NE21),0.146067964,0.326617897,72770.60721,42679599.12,Earth,FALSE,21.3,FALSE
3289173,(2005 QQ87),0.076657557,0.171411509,67928.8776,12346951.47,Earth,FALSE,22.7,FALSE
3430309,(2008 TC4),0.124324001,0.277996917,87014.65955,50659155.27,Earth,FALSE,21.65,TRUE
3557825,(2011 DO),0.073207399,0.163696721,50707.6421,10046394,Earth,FALSE,22.8,FALSE
3670097,(2014 HA177),0.204434871,0.457130269,12007.42643,60134800.45,Earth,FALSE,20.57,FALSE
3843778,(2019 RA1),0.133215567,0.297879063,71876.13804,69563940.36,Earth,FALSE,21.5,FALSE
2614134,614134 (2008 TC4),0.124324001,0.277996917,87014.65986,50659155.31,Earth,FALSE,21.65,TRUE
3150188,(2003 DF6),0.152951935,0.342010925,51029.44715,32016447.43,Earth,FALSE,21.2,FALSE
3613393,(2012 UY68),0.02658,0.059434687,23361.91266,55293074.13,Earth,FALSE,25,FALSE
3667139,(2014 GJ45),0.050647146,0.113250461,58390.93765,67885992.59,Earth,FALSE,23.6,FALSE
3799759,(2018 DY3),0.019255508,0.043056624,68731.86714,56039815.74,Earth,FALSE,25.7,FALSE
54135427,(2021 GP3),0.040045616,0.089544719,38108.60642,53922676.08,Earth,FALSE,24.11,FALSE
54262980,(2022 FP),0.034399726,0.076920125,71259.08026,59299880.02,Earth,FALSE,24.44,FALSE
2382758,382758 (2003 GY),0.242412481,0.542050786,23834.80472,6352640.279,Earth,FALSE,20.2,TRUE
2387733,387733 (2003 GS),0.433066886,0.968366995,33975.49403,44509632.75,Earth,FALSE,18.94,FALSE
3159882,(2003 QL96),0.139493823,0.311917671,33456.75623,11799667.82,Earth,FALSE,21.4,FALSE
3989814,(2020 CY1),0.048367649,0.108153351,159358.0047,66431815.56,Earth,FALSE,23.7,FALSE
54053928,(2020 RS3),0.069912523,0.156329154,50028.94841,56798686.98,Earth,FALSE,22.9,FALSE
2506459,506459 (2002 AL14),0.695913044,1.556108872,49450.76161,44503495.23,Earth,FALSE,17.91,FALSE
3126183,(2002 JR100),0.036690614,0.082042707,29110.33593,7558773.061,Earth,FALSE,24.3,FALSE
3258076,(2004 UT1),0.012721988,0.02844723,19148.82601,27518976.61,Earth,FALSE,26.6,FALSE
3385827,(2007 SV1),0.030517923,0.068240151,47593.84796,24795782.8,Earth,FALSE,24.7,FALSE
3158122,(2003 QB30),0.011602591,0.025944182,42797.98156,785152.6174,Earth,FALSE,26.8,FALSE
3160795,(2003 SH215),0.027832677,0.062235757,8695.416903,38078977.54,Earth,FALSE,24.9,FALSE
3363696,(2006 XO4),0.055533491,0.124176661,47001.98496,61082337.89,Earth,FALSE,23.4,FALSE
3648629,(2013 SC20),0.08405334,0.187948982,36407.75879,51541981.38,Earth,FALSE,22.5,FALSE
3757743,(2016 QG10),0.033462237,0.074823838,16678.23116,23929555.35,Earth,FALSE,24.5,FALSE
3803760,(2018 GC5),0.016016034,0.03581294,20880.5051,53277634.06,Earth,FALSE,26.1,FALSE
3843398,(2019 OX2),0.038419789,0.08590926,26031.54656,40042513.54,Earth,FALSE,24.2,FALSE
54016814,(2020 HO8),0.139493823,0.311917671,47766.88432,59086574.04,Earth,FALSE,21.4,FALSE
54192188,(2021 RO1),0.078443141,0.175404196,24058.80546,38101572.68,Earth,FALSE,22.65,FALSE
3160788,(2003 SD201),0.699125232,1.563291544,50978.05822,44656771.41,Earth,FALSE,17.9,FALSE
3250193,(2004 QG13),0.139493823,0.311917671,105312.9233,61168218.94,Earth,FALSE,21.4,FALSE
3285299,(2005 OE3),0.231502122,0.517654482,50377.80265,38136726.27,Earth,FALSE,20.3,TRUE
3689354,(2014 SN142),0.006089126,0.0136157,80885.68207,46726976.66,Earth,FALSE,28.2,FALSE
3757727,(2016 QZ1),0.073207399,0.163696721,50661.04999,8168292.648,Earth,FALSE,22.8,FALSE
3840690,(2019 FR),0.042126461,0.094197631,68557.30764,74708021.38,Earth,FALSE,24,FALSE
3843611,(2019 QU1),0.046190746,0.103285648,44303.60272,11925922.11,Earth,FALSE,23.8,FALSE
54051303,(2020 QN3),0.175612319,0.392681082,115874.9689,44655668.28,Earth,FALSE,20.9,FALSE
54149826,(2021 KN2),0.004995224,0.011169661,26582.84607,18147116.11,Earth,FALSE,28.63,FALSE
54254969,(2022 EE5),0.00248059,0.005546768,13611.77242,21145412.87,Earth,FALSE,30.15,FALSE
2612608,612608 (2003 SD201),0.670741189,1.499822895,50978.06191,44656763.47,Earth,FALSE,17.99,FALSE
2285339,285339 (1999 JR6),0.661538275,1.479244553,74522.82438,52505695.53,Earth,FALSE,18.02,FALSE
2326742,326742 (2003 QN47),0.63760979,1.425738833,53605.36024,41578582.51,Earth,FALSE,18.1,FALSE
3193003,(2000 NQ11),0.319561887,0.714562102,9243.096838,59777141.37,Earth,FALSE,19.6,FALSE
3092270,(2000 QX69),0.038419789,0.08590926,58564.82245,38222690.4,Earth,FALSE,24.2,FALSE
3159886,(2003 RS1),0.121494041,0.271668934,28674.98666,5109292.155,Earth,FALSE,21.7,TRUE
3160730,(2003 SQ15),0.415484643,0.929051906,99482.21036,16277655.82,Earth,FALSE,19.03,FALSE
3160733,(2003 SK36),0.121494041,0.271668934,13545.97546,40562925.07,Earth,FALSE,21.7,FALSE
3406027,(2008 EZ84),0.015295194,0.034201093,43847.9509,30771279.88,Earth,FALSE,26.2,FALSE
3703073,(2014 YR15),0.133215567,0.297879063,48744.11494,68560961.98,Earth,FALSE,21.5,TRUE
3764726,(2016 WG7),0.016770846,0.037500752,17489.16983,24090654.82,Earth,FALSE,26,FALSE
3781574,(2017 RH16),0.015295194,0.034201093,53673.00386,10386383.11,Earth,FALSE,26.2,FALSE
3785790,(2017 TG5),0.025383703,0.056759685,50154.56835,26368117.07,Earth,FALSE,25.1,FALSE
54100616,(2020 YB),0.004411182,0.009863703,19022.04516,3848311.468,Earth,FALSE,28.9,FALSE
2612593,612593 (2003 SQ15),0.415484643,0.929051906,99482.21039,16277655.82,Earth,FALSE,19.03,FALSE
2481904,481904 (2009 BB11),0.333084924,0.744800533,32671.17774,57293457.94,Earth,FALSE,19.51,FALSE
3160738,(2003 SM84),0.066153828,0.147924455,5631.952351,15615947.22,Earth,FALSE,23.02,FALSE
3160742,(2003 SU84),0.101054342,0.225964377,41280.88304,21621410.18,Earth,FALSE,22.1,FALSE
3250293,(2004 QA22),0.006991252,0.015632915,51359.02335,53606245.2,Earth,FALSE,27.9,FALSE
3604180,(2012 JU11),0.02658,0.059434687,17011.38364,70560257.03,Earth,FALSE,25,FALSE
3701880,(2014 XO7),0.011602591,0.025944182,46267.66774,51776075.04,Earth,FALSE,26.8,FALSE
3733145,(2015 VV),0.035039264,0.078350176,44705.89958,58284332.71,Earth,FALSE,24.4,FALSE
3736807,(2015 YA),0.008801465,0.019680675,36123.60242,42650226.85,Earth,FALSE,27.4,FALSE
3756947,(2016 PA8),0.110803882,0.247765013,34516.6812,44475278.33,Earth,FALSE,21.9,FALSE
54017577,(2020 MO1),0.050647146,0.113250461,53615.32056,47273851.49,Earth,FALSE,23.6,FALSE
54135144,(2021 GD3),0.0106796,0.023880311,25830.76099,73874982.08,Earth,FALSE,26.98,FALSE
54192748,(2021 RS2),0.002262325,0.005058712,70364.09707,16070602.86,Earth,FALSE,30.35,FALSE
2612600,612600 (2003 SM84),0.066153828,0.147924455,5631.951765,15615947.21,Earth,FALSE,23.02,FALSE
2162854,162854 (2001 DE47),0.42320908,0.946324271,38577.18339,55665831.6,Earth,FALSE,18.99,FALSE
3261681,(2004 VJ1),0.040230458,0.089958039,45131.69744,38566766.75,Earth,FALSE,24.1,FALSE
54105113,(2021 AP4),0.081386988,0.181986838,73319.57373,27458063.7,Earth,FALSE,22.57,FALSE
54265894,(2022 FF3),0.007422582,0.016597397,38295.57003,50817345.66,Earth,FALSE,27.77,FALSE
3767264,(2017 BS32),0.009650615,0.021579431,29064.07414,33785745.73,Earth,FALSE,27.2,FALSE
3769874,(2017 DQ35),0.076657557,0.171411509,65553.23732,23231670.65,Earth,FALSE,22.7,FALSE
3797700,(2018 BC),0.003503926,0.007835018,13720.98285,29404966.81,Earth,FALSE,29.4,FALSE
3826652,(2018 PD9),0.008801465,0.019680675,67282.17313,65347552.31,Earth,FALSE,27.4,FALSE
3843768,(2019 RL),0.02658,0.059434687,51767.60956,30876239.03,Earth,FALSE,25,FALSE
3989813,(2020 CX1),0.040602706,0.09079041,30920.53498,7381270.865,Earth,FALSE,24.08,FALSE
2162058,162058 (1997 AE12),0.670741189,1.499822895,33836.30138,18523001.35,Earth,FALSE,17.99,FALSE
3079958,(2001 OE3),0.231502122,0.517654482,30103.72755,46461931.05,Earth,FALSE,20.3,FALSE
3157020,(2003 MU),0.22108281,0.494356193,29916.63841,9760076.711,Earth,FALSE,20.4,TRUE
3249980,(2004 QB3),0.035039264,0.078350176,91889.53353,58559086.54,Earth,FALSE,24.4,FALSE
3512278,(2010 FN),0.012721988,0.02844723,20852.75736,28353353.21,Earth,FALSE,26.6,FALSE
3801963,(2018 FU),0.096506147,0.215794305,61005.90075,17228647.96,Earth,FALSE,22.2,FALSE
54215640,(2021 UZ9),0.070885103,0.15850391,92114.06038,43433245.74,Earth,FALSE,22.87,FALSE
2196625,196625 (2003 RM10),0.242412481,0.542050786,65500.86867,3834799.609,Earth,FALSE,20.2,TRUE
2374158,374158 (2004 UL),0.485909038,1.086525639,124547.7743,52274118.8,Earth,FALSE,18.69,TRUE
3080637,(2001 QJ96),0.093444765,0.208948847,88396.73459,12776068.34,Earth,FALSE,22.27,FALSE
3136724,(2002 RS129),0.071540995,0.159970528,62799.00571,33372474.77,Earth,FALSE,22.85,FALSE
3159889,(2003 RB5),0.152951935,0.342010925,91894.15068,4190948.739,Earth,FALSE,21.2,TRUE
3511834,(2010 EJ43),0.161642283,0.361443134,36553.7937,40302128.14,Earth,FALSE,21.08,FALSE
3546704,(2010 SF),0.022108281,0.049435619,67733.65402,68441029.32,Earth,FALSE,25.4,FALSE
3729139,(2015 TK21),0.013949382,0.031191767,27577.16032,61939565.81,Earth,FALSE,26.4,FALSE
3802120,(2018 FO5),0.211132445,0.472106499,59838.37011,45400297.37,Earth,FALSE,20.5,TRUE
54017434,(2020 LC1),0.201629919,0.450858206,61081.81612,31926176.62,Earth,FALSE,20.6,FALSE
54053939,(2020 RD4),0.003051792,0.006824015,67941.82043,44907867.46,Earth,FALSE,29.7,FALSE
54055062,(2020 TS1),0.003841979,0.008590926,13194.19541,6657522.743,Earth,FALSE,29.2,FALSE
54204657,(2021 TD5),0.047924212,0.107161795,67123.94487,41494885.1,Earth,FALSE,23.72,FALSE
3297375,(2005 UQ64),0.035039264,0.078350176,29181.73738,17909615.99,Earth,FALSE,24.4,FALSE
3515380,(2010 GL23),0.073207399,0.163696721,83397.09881,63981329.54,Earth,FALSE,22.8,FALSE
3550466,(2010 VZ11),0.020162992,0.045085821,13838.40325,14777126.41,Earth,FALSE,25.6,FALSE
3582027,(2011 UB),0.008405334,0.018794898,51281.3371,38294584.38,Earth,FALSE,27.5,FALSE
3736412,(2015 XX169),0.008801465,0.019680675,16301.80133,32701821.95,Earth,FALSE,27.4,FALSE
3758923,(2016 RB1),0.00581507,0.013002893,56753.40685,42891266.48,Earth,FALSE,28.3,FALSE
3831918,(2018 US1),0.010105434,0.022596438,58235.24122,52185069.31,Earth,FALSE,27.1,FALSE
54016922,(2020 HW9),0.40230458,0.899580388,63521.52251,72338831.49,Earth,FALSE,19.1,FALSE
2405212,405212 (2003 QC10),0.655473256,1.465682758,130396.6853,59581573.44,Earth,FALSE,18.04,TRUE
3368867,(2007 DD49),0.421264611,0.941976306,98033.92425,72510806.03,Earth,FALSE,19,FALSE
3827152,(2018 RC),0.027832677,0.062235757,56521.67781,50958918.67,Earth,FALSE,24.9,FALSE
3838097,(2019 CU),0.038419789,0.08590926,34837.2441,10503982.64,Earth,FALSE,24.2,FALSE
3843131,(2019 NE2),0.160160338,0.358129403,71121.74087,69490155.06,Earth,FALSE,21.1,TRUE
3989185,(2020 BF8),0.00581507,0.013002893,18602.25059,24126113.55,Earth,FALSE,28.3,FALSE
2293726,293726 (2007 RQ17),0.080270317,0.179489885,49291.63686,36023552.1,Earth,FALSE,22.6,FALSE
3164402,(2003 UY19),0.506471459,1.132504611,35479.64563,22403486.49,Earth,FALSE,18.6,FALSE
3324251,(2006 DQ14),0.010105434,0.022596438,47228.30672,59524230.45,Earth,FALSE,27.1,FALSE
3448993,(2009 DM45),0.152951935,0.342010925,48256.60072,66992493.49,Earth,FALSE,21.2,TRUE
3838845,(2019 DV),0.088014652,0.196806745,63010.82223,26763154.1,Earth,FALSE,22.4,FALSE
54186666,(2021 QF),0.039861623,0.089133299,68761.92476,45705740.38,Earth,FALSE,24.12,FALSE
54235433,(2022 AM),0.006145468,0.013741685,25298.22596,49359649.18,Earth,FALSE,28.18,FALSE
54275865,(2022 GQ5),0.001227312,0.002744353,39772.28561,18539381.48,Earth,FALSE,31.678,FALSE
2068216,68216 (2001 CV26),1.260535197,2.818642388,78144.01531,62993935.98,Earth,FALSE,16.62,TRUE
3633190,(2013 FX13),0.152951935,0.342010925,61395.50017,70864100.19,Earth,FALSE,21.2,FALSE
3653914,(2013 WS44),0.030517923,0.068240151,37808.94362,47491759.28,Earth,FALSE,24.7,FALSE
3728732,(2015 SJ7),0.021113245,0.04721065,59683.54051,29693419.49,Earth,FALSE,25.5,FALSE
3758928,(2016 RQ1),0.029144391,0.065168838,57367.97744,54258775.7,Earth,FALSE,24.8,FALSE
3781947,(2017 SX17),0.00581507,0.013002893,61119.3481,52042180.27,Earth,FALSE,28.3,FALSE
3826850,(2018 PU23),0.006376098,0.014257388,37915.46464,43898011.18,Earth,FALSE,28.1,FALSE
2068278,68278 (2001 FC7),0.552783379,1.236061213,6678.581,41486002.89,Earth,FALSE,18.41,FALSE
2137084,137084 (1998 XS16),1.338304618,2.992540101,64024.21624,66432265.64,Earth,FALSE,16.49,FALSE
2141424,141424 (2002 CD),0.211132445,0.472106499,26395.12513,30582528.03,Earth,FALSE,20.5,FALSE
3015692,(1998 VS),0.092162655,0.206081961,25960.6609,24079843.44,Earth,FALSE,22.3,FALSE
3158118,(2003 QQ10),0.334622375,0.748238376,14783.72102,43023682.55,Earth,FALSE,19.5,FALSE
3305029,(2005 WK56),0.080270317,0.179489885,43967.54242,33448051.55,Earth,FALSE,22.6,FALSE
3337325,(2006 NL),0.269497646,0.602615057,49312.32502,55513640.66,Earth,FALSE,19.97,FALSE
3536591,(2010 NG1),0.232570688,0.520043867,46380.7675,26929117.01,Earth,FALSE,20.29,FALSE
3779468,(2017 OJ68),0.121494041,0.271668934,52650.59088,72362272.82,Earth,FALSE,21.7,FALSE
3797698,(2018 AM12),0.152951935,0.342010925,38667.08396,55449400.19,Earth,FALSE,21.2,TRUE
54244775,(2022 CY),0.121494041,0.271668934,69808.71115,8752809.284,Earth,FALSE,21.7,TRUE
2531060,531060 (2012 DJ61),0.274507982,0.613818507,141471.152,74320898.96,Earth,FALSE,19.93,TRUE
3715996,(2015 HJ),0.010581689,0.023661375,29529.44241,65731787.32,Earth,FALSE,27,FALSE
3758998,(2016 RJ17),0.053034072,0.118587791,61454.97882,35579851.95,Earth,FALSE,23.5,FALSE
3763547,(2016 VD4),0.008027032,0.017948989,46469.7782,60353199.52,Earth,FALSE,27.6,FALSE
3773650,(2017 FH128),0.127219879,0.284472297,65068.49223,72101548.25,Earth,FALSE,21.6,FALSE
3781301,(2017 QY34),0.175612319,0.392681082,100482.1887,63388349.58,Earth,FALSE,20.9,TRUE
3781825,(2017 RQ17),0.007605977,0.01700748,54046.05142,19969202.2,Earth,FALSE,27.717,FALSE
3799904,(2018 EF4),0.014606796,0.03266179,21948.8206,47626852.08,Earth,FALSE,26.3,FALSE
3826890,(2018 QQ),0.022108281,0.049435619,60380.94462,66521151.27,Earth,FALSE,25.4,FALSE
3836283,(2018 WS),0.013321557,0.029787906,20058.17864,11043523.77,Earth,FALSE,26.5,FALSE
54053937,(2020 RB4),0.003051792,0.006824015,35520.46942,43657249.88,Earth,FALSE,29.7,FALSE
3460325,(2009 KY1),0.048367649,0.108153351,24188.1133,59623847.69,Earth,FALSE,23.7,FALSE
3757898,(2016 QO11),0.101054342,0.225964377,18440.59971,46459303.21,Earth,FALSE,22.1,FALSE
3827355,(2018 RH3),0.016016034,0.03581294,45533.31912,21346738.46,Earth,FALSE,26.1,FALSE
3843180,(2019 NN4),0.018388867,0.041118757,46233.86059,45342106,Earth,FALSE,25.8,FALSE
3843208,(2019 NB5),0.231502122,0.517654482,48209.71153,57300376.69,Earth,FALSE,20.3,FALSE
54106742,(2021 BF3),0.124897854,0.279280092,59835.14572,42246701.23,Earth,FALSE,21.64,TRUE
54245563,(2022 CX1),0.010246015,0.022910786,44569.91927,19895590.44,Earth,FALSE,27.07,FALSE
2357439,357439 (2004 BL86),0.358554334,0.801751865,43805.3321,58535069.9,Earth,FALSE,19.35,TRUE
3160726,(2003 SY4),0.013321557,0.029787906,39268.8657,1528641.271,Earth,FALSE,26.5,FALSE
3347493,(2006 SU217),0.023150212,0.051765448,56019.23435,50202696.59,Earth,FALSE,25.3,FALSE
3428255,(2008 SD85),0.069912523,0.156329154,58478.94769,16568717.99,Earth,FALSE,22.9,FALSE
3740940,(2016 BJ15),0.058150704,0.130028927,92404.6049,74069431.13,Earth,FALSE,23.3,FALSE
3757424,(2016 PJ66),0.101054342,0.225964377,36346.61375,49372127.91,Earth,FALSE,22.1,FALSE
3826796,(2018 PU21),0.08405334,0.187948982,28696.70227,55639383.74,Earth,FALSE,22.5,FALSE
3829455,(2018 RB7),0.121494041,0.271668934,81108.39052,39035396.79,Earth,FALSE,21.7,TRUE
3836911,(2018 XA5),0.050647146,0.113250461,29873.5089,56731390.99,Earth,FALSE,23.6,FALSE
3989193,(2020 BO8),0.048367649,0.108153351,78171.23436,58264031.02,Earth,FALSE,23.7,FALSE
54192187,(2021 RN1),0.093876087,0.209913311,97926.25448,73303898.09,Earth,FALSE,22.26,FALSE
54248341,(2022 DK1),0.016313794,0.036478753,25274.30151,14895156.65,Earth,FALSE,26.06,FALSE
2007336,7336 Saunders (1989 RS1),0.46190746,1.032856481,19055.51744,28464486.74,Earth,FALSE,18.8,FALSE
2523600,523600 (2003 RC2),0.340843469,0.762149166,82708.59299,43620711.33,Earth,FALSE,19.46,FALSE
3026912,(2000 AG6),0.023150212,0.051765448,17718.55315,28970290.35,Earth,FALSE,25.3,FALSE
3160734,(2003 SL36),0.013949382,0.031191767,40260.55586,1185605.965,Earth,FALSE,26.4,FALSE
3160793,(2003 SK215),0.133215567,0.297879063,74119.04972,36108250.76,Earth,FALSE,21.5,FALSE
3648542,(2013 SY19),0.029144391,0.065168838,47723.31341,71465507.96,Earth,FALSE,24.8,FALSE
3989317,(2020 BF14),0.466181437,1.042413384,75860.03391,21757718.64,Earth,FALSE,18.78,TRUE
54054579,(2020 SN3),0.002719913,0.00608191,29610.69917,14831146.04,Earth,FALSE,29.95,FALSE
54186663,(2021 PN26),0.230438467,0.515276076,48587.4019,44450381.82,Earth,FALSE,20.31,FALSE
54216177,(2021 VE1),0.22108281,0.494356193,76239.89381,61934747.28,Earth,FALSE,20.4,FALSE
2022771,22771 (1999 CU3),1.082816778,2.421251924,54988.92223,9746742.529,Earth,FALSE,16.95,FALSE
2385252,385252 (2001 EB18),0.350392641,0.783501764,117220.2268,70908627.42,Earth,FALSE,19.4,TRUE
2469513,469513 (2003 QR79),0.175612319,0.392681082,39147.08601,23595090.85,Earth,FALSE,20.9,FALSE
2523812,523812 (2008 TY3),0.04411182,0.098637028,14798.40491,17845336.71,Earth,FALSE,23.9,FALSE
3160723,(2003 RU11),0.021113245,0.04721065,15932.85403,1417302.921,Earth,FALSE,25.5,FALSE
3160783,(2003 SV159),0.069912523,0.156329154,28871.13787,10013553.98,Earth,FALSE,22.9,FALSE
3182169,(2004 JN1),0.048367649,0.108153351,18642.71255,36502600.64,Earth,FALSE,23.7,FALSE
3404362,(2008 DF5),0.055533491,0.124176661,92225.96376,52474997.94,Earth,FALSE,23.4,FALSE
3408244,(2008 GM2),0.00581507,0.013002893,57012.22039,57318343.5,Earth,FALSE,28.3,FALSE
3653066,(2013 UB3),0.018388867,0.041118757,18860.34816,8664208.525,Earth,FALSE,25.8,FALSE
3727666,(2015 SD),0.035039264,0.078350176,38552.86681,13903153.61,Earth,FALSE,24.4,FALSE
3741441,(2016 BS67),0.015295194,0.034201093,17121.01478,20497255.63,Earth,FALSE,26.2,FALSE
3748477,(2016 FZ12),0.011602591,0.025944182,15648.92841,34747200.59,Earth,FALSE,26.8,FALSE
3759756,(2016 SR2),0.015295194,0.034201093,12222.60852,22664534.24,Earth,FALSE,26.2,FALSE
3787084,(2017 UC1),0.092162655,0.206081961,53061.69852,43433148.17,Earth,FALSE,22.3,FALSE
2337248,337248 (2000 RH60),0.260948603,0.583498816,51490.6829,41388299.01,Earth,FALSE,20.04,FALSE
3160745,(2003 SA85),0.127219879,0.284472297,29594.98099,17434761.67,Earth,FALSE,21.6,FALSE
3605885,(2012 MO3),0.180532326,0.403682552,36844.98162,55774797.81,Earth,FALSE,20.84,FALSE
3648769,(2013 TK4),0.042126461,0.094197631,43385.84748,24237444.88,Earth,FALSE,24,FALSE
3989269,(2020 BZ11),0.096506147,0.215794305,93030.6698,62794928.54,Earth,FALSE,22.2,FALSE
54216306,(2021 VD2),0.245784775,0.549591464,68742.3909,62554102.52,Earth,FALSE,20.17,FALSE
2065674,65674 (1988 SM),0.589596608,1.318378096,47866.9547,47617386.91,Earth,FALSE,18.27,FALSE
2408792,408792 (2000 GF2),0.22108281,0.494356193,38006.22941,6338621.253,Earth,FALSE,20.4,TRUE
3046648,(2000 OK8),0.242412481,0.542050786,47151.67722,40417356.37,Earth,FALSE,20.2,FALSE
3608324,(2012 QH49),0.183888672,0.411187571,95057.44663,57812723.48,Earth,FALSE,20.8,FALSE
3763414,(2016 VE2),0.350392641,0.783501764,37939.37816,69625854.21,Earth,FALSE,19.4,FALSE
3767035,(2017 BF29),0.02025606,0.045293927,19782.61456,48833068.55,Earth,FALSE,25.59,FALSE
54054505,(2020 SP1),0.063760979,0.142573883,56845.54726,12245933.1,Earth,FALSE,23.1,FALSE
3157783,(2003 QC),0.183888672,0.411187571,19955.65813,31497479.36,Earth,FALSE,20.8,FALSE
3160787,(2003 SJ170),0.319561887,0.714562102,36812.06051,35613060.08,Earth,FALSE,19.6,FALSE
3628123,(2013 DA15),0.213086029,0.476474847,70537.45767,49560654.35,Earth,FALSE,20.48,FALSE
3785689,(2017 TF2),0.231502122,0.517654482,68522.78612,50100858.2,Earth,FALSE,20.3,FALSE
3799677,(2018 CP14),0.080270317,0.179489885,76737.41312,61829846.99,Earth,FALSE,22.6,FALSE
3843793,(2019 RM1),0.00732074,0.016369672,32016.09971,24153559.48,Earth,FALSE,27.8,FALSE
54053707,(2020 QV6),0.088829042,0.198627776,54756.97426,64341715.03,Earth,FALSE,22.38,FALSE
54185581,(2021 PT16),0.030517923,0.068240151,27890.83031,36202378.46,Earth,FALSE,24.7,FALSE
2153271,153271 (2001 CL42),0.872077289,1.9500241,49291.66949,29966422.05,Earth,FALSE,17.42,FALSE
2358744,358744 (2008 CR118),0.429096504,0.959488953,77919.64252,52948912.07,Earth,FALSE,18.96,TRUE
2461353,461353 (1999 LS7),0.183888672,0.411187571,36890.71682,51219005.58,Earth,FALSE,20.8,FALSE
3014110,(1998 SU4),0.146067964,0.326617897,51486.88137,73186604.27,Earth,FALSE,21.3,TRUE
3409709,(2008 JC),0.013321557,0.029787906,55314.0237,9252097.711,Earth,FALSE,26.5,FALSE
3608618,(2012 RG15),0.296862251,0.663804174,128389.0649,59452826.77,Earth,FALSE,19.76,TRUE
3608667,(2012 RT16),0.011080388,0.024776501,28960.16889,14828946.55,Earth,FALSE,26.9,FALSE
3608823,(2012 SU9),0.009650615,0.021579431,43740.68526,6352110.269,Earth,FALSE,27.2,FALSE
3689345,(2014 SW141),0.092162655,0.206081961,31211.54055,67357767.89,Earth,FALSE,22.3,FALSE
3838904,(2019 ED1),0.007916897,0.017702719,44570.42497,54842945.3,Earth,FALSE,27.63,FALSE
3884012,(2019 UT8),0.009650615,0.021579431,44044.50619,59511423.56,Earth,FALSE,27.2,FALSE
54016914,(2020 HG9),0.058150704,0.130028927,69436.96465,73461540.86,Earth,FALSE,23.3,FALSE
54105558,(2021 AG6),0.011182914,0.025005755,53687.15854,68497869.32,Earth,FALSE,26.88,FALSE
2159635,159635 (2002 CZ46),0.608912622,1.361570015,30657.10915,71830685.6,Earth,FALSE,18.2,FALSE
3160748,(2003 SW130),0.004023046,0.008995804,32728.53464,161879.4961,Earth,FALSE,29.1,FALSE
3258062,(2004 UH1),0.006376098,0.014257388,32215.98095,43327915.39,Earth,FALSE,28.1,FALSE
3358522,(2006 VG13),0.139493823,0.311917671,36485.80746,19806199.64,Earth,FALSE,21.4,TRUE
3703074,(2014 YT15),0.009650615,0.021579431,15404.67801,39764123.44,Earth,FALSE,27.2,FALSE
3781414,(2017 RX2),0.013018321,0.029109851,60201.50377,17379294.18,Earth,FALSE,26.55,FALSE
3991614,(2020 BC16),0.025383703,0.056759685,61649.128,60914121.75,Earth,FALSE,25.1,FALSE
54190792,(2021 QO2),0.046833323,0.104722495,52513.80085,48604875.37,Earth,FALSE,23.77,FALSE
2002063,2063 Bacchus (1977 HB),0.930154254,2.079888141,34486.04072,18198419.9,Earth,FALSE,17.28,FALSE
2143404,143404 (2003 BD44),1.082816778,2.421251924,104490.9352,67446138.14,Earth,FALSE,16.95,TRUE
2189630,189630 (2001 LE6),0.725362295,1.621959399,98915.28832,40600081.87,Earth,FALSE,17.82,FALSE
2265196,265196 (2004 BW58),0.468333233,1.047224945,43897.16177,37868262.18,Earth,FALSE,18.77,TRUE
3313734,(2006 BB8),0.033462237,0.074823838,70172.16293,57254110.03,Earth,FALSE,24.5,FALSE
3578828,(2011 SG16),0.155795524,0.348369383,13128.39581,51674472.76,Earth,FALSE,21.16,FALSE
